<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.03.20	02:30:00	1.08596	1.08599	1.08589	1.08598	28	0	1
2024.03.20	02:31:00	1.08598	1.08603	1.08598	1.08603	5	0	1
2024.03.20	02:32:00	1.08602	1.08608	1.08602	1.08608	7	0	2
2024.03.20	02:33:00	1.08608	1.08617	1.08608	1.08613	15	0	1
2024.03.20	02:34:00	1.08613	1.08616	1.08612	1.08613	8	0	2
2024.03.20	02:35:00	1.08613	1.08617	1.08612	1.08613	12	0	2
2024.03.20	02:36:00	1.08614	1.08615	1.08612	1.08613	8	0	2
2024.03.20	02:37:00	1.08613	1.08613	1.08612	1.08612	2	0	3
2024.03.20	02:38:00	1.08612	1.08614	1.08612	1.08613	3	0	2
2024.03.20	02:39:00	1.08613	1.08620	1.08613	1.08618	13	0	0
2024.03.20	02:40:00	1.08618	1.08628	1.08618	1.08627	23	0	0
2024.03.20	02:41:00	1.08627	1.08629	1.08624	1.08627	21	0	2
2024.03.20	02:42:00	1.08627	1.08630	1.08627	1.08628	10	0	2
2024.03.20	02:43:00	1.08628	1.08631	1.08623	1.08623	17	0	0
2024.03.20	02:44:00	1.08623	1.08627	1.08622	1.08627	19	0	2
2024.03.20	02:45:00	1.08627	1.08629	1.08622	1.08622	25	0	1
2024.03.20	02:46:00	1.08622	1.08626	1.08622	1.08623	13	0	1
2024.03.20	02:47:00	1.08623	1.08623	1.08618	1.08618	8	0	1
2024.03.20	02:48:00	1.08618	1.08618	1.08612	1.08613	12	0	2
2024.03.20	02:49:00	1.08613	1.08614	1.08612	1.08613	8	0	2
2024.03.20	02:50:00	1.08613	1.08619	1.08612	1.08613	25	0	0
2024.03.20	02:51:00	1.08613	1.08619	1.08608	1.08618	16	0	1
2024.03.20	02:52:00	1.08617	1.08633	1.08617	1.08633	16	0	1
2024.03.20	02:53:00	1.08633	1.08636	1.08628	1.08628	16	0	1
2024.03.20	02:54:00	1.08628	1.08637	1.08628	1.08633	29	0	2
2024.03.20	02:55:00	1.08633	1.08639	1.08633	1.08637	23	0	1
2024.03.20	02:56:00	1.08637	1.08645	1.08637	1.08642	19	0	1
2024.03.20	02:57:00	1.08642	1.08648	1.08642	1.08647	18	0	2
2024.03.20	02:58:00	1.08647	1.08649	1.08642	1.08643	18	0	1
2024.03.20	02:59:00	1.08643	1.08644	1.08641	1.08643	15	0	1
2024.03.20	03:00:00	1.08643	1.08643	1.08634	1.08634	16	0	1
2024.03.20	03:01:00	1.08634	1.08643	1.08634	1.08641	21	0	0
2024.03.20	03:02:00	1.08641	1.08644	1.08640	1.08643	7	0	1
2024.03.20	03:03:00	1.08643	1.08643	1.08638	1.08638	8	0	1
2024.03.20	03:04:00	1.08638	1.08638	1.08637	1.08638	5	0	0
2024.03.20	03:05:00	1.08638	1.08643	1.08638	1.08643	10	0	1
2024.03.20	03:06:00	1.08643	1.08643	1.08638	1.08638	4	0	1
2024.03.20	03:07:00	1.08638	1.08644	1.08638	1.08642	15	0	0
2024.03.20	03:08:00	1.08642	1.08642	1.08637	1.08637	12	0	0
2024.03.20	03:09:00	1.08637	1.08642	1.08637	1.08637	10	0	1
2024.03.20	03:10:00	1.08638	1.08638	1.08637	1.08637	10	0	1
2024.03.20	03:11:00	1.08638	1.08640	1.08637	1.08640	6	0	2
2024.03.20	03:12:00	1.08640	1.08643	1.08639	1.08643	6	0	1
2024.03.20	03:13:00	1.08643	1.08648	1.08638	1.08642	12	0	1
2024.03.20	03:14:00	1.08642	1.08649	1.08638	1.08639	9	0	1
2024.03.20	03:15:00	1.08639	1.08643	1.08637	1.08642	20	0	2
2024.03.20	03:16:00	1.08642	1.08645	1.08638	1.08643	23	0	1
2024.03.20	03:17:00	1.08643	1.08644	1.08639	1.08640	8	0	1
2024.03.20	03:18:00	1.08640	1.08641	1.08637	1.08638	8	0	0
2024.03.20	03:19:00	1.08638	1.08638	1.08627	1.08628	11	0	0
2024.03.20	03:20:00	1.08628	1.08632	1.08627	1.08632	11	0	1
2024.03.20	03:21:00	1.08632	1.08638	1.08632	1.08637	6	0	1
2024.03.20	03:22:00	1.08637	1.08642	1.08633	1.08642	9	0	1
2024.03.20	03:23:00	1.08642	1.08642	1.08633	1.08637	16	0	0
2024.03.20	03:24:00	1.08637	1.08638	1.08632	1.08632	13	0	2
2024.03.20	03:25:00	1.08632	1.08643	1.08632	1.08637	16	0	1
2024.03.20	03:26:00	1.08637	1.08638	1.08632	1.08632	16	0	1
2024.03.20	03:27:00	1.08632	1.08638	1.08632	1.08637	7	0	2
2024.03.20	03:28:00	1.08637	1.08639	1.08637	1.08638	5	0	2
2024.03.20	03:29:00	1.08638	1.08638	1.08633	1.08633	5	0	2
2024.03.20	03:30:00	1.08633	1.08638	1.08628	1.08637	15	0	1
2024.03.20	03:31:00	1.08638	1.08640	1.08637	1.08638	11	0	1
2024.03.20	03:32:00	1.08638	1.08638	1.08631	1.08632	20	0	1
2024.03.20	03:33:00	1.08632	1.08632	1.08624	1.08625	10	0	1
2024.03.20	03:34:00	1.08626	1.08626	1.08622	1.08622	13	0	1
2024.03.20	03:35:00	1.08623	1.08633	1.08623	1.08632	9	0	1
2024.03.20	03:36:00	1.08632	1.08637	1.08628	1.08637	18	0	1
2024.03.20	03:37:00	1.08637	1.08637	1.08628	1.08628	13	0	1
2024.03.20	03:38:00	1.08628	1.08629	1.08625	1.08628	12	0	1
2024.03.20	03:39:00	1.08628	1.08630	1.08627	1.08628	11	0	1
2024.03.20	03:40:00	1.08628	1.08628	1.08627	1.08628	7	0	1
2024.03.20	03:41:00	1.08628	1.08628	1.08623	1.08623	9	0	1
2024.03.20	03:42:00	1.08623	1.08628	1.08623	1.08628	10	0	1
2024.03.20	03:43:00	1.08628	1.08628	1.08623	1.08627	14	0	1
2024.03.20	03:44:00	1.08627	1.08637	1.08627	1.08633	17	0	0
2024.03.20	03:45:00	1.08633	1.08638	1.08632	1.08637	9	0	1
2024.03.20	03:46:00	1.08637	1.08647	1.08637	1.08647	13	0	1
2024.03.20	03:47:00	1.08647	1.08654	1.08647	1.08653	19	0	0
2024.03.20	03:48:00	1.08653	1.08656	1.08653	1.08653	22	0	1
2024.03.20	03:49:00	1.08653	1.08654	1.08649	1.08649	15	0	1
2024.03.20	03:50:00	1.08650	1.08654	1.08649	1.08653	19	0	1
2024.03.20	03:51:00	1.08653	1.08653	1.08648	1.08648	19	0	1
2024.03.20	03:52:00	1.08648	1.08650	1.08642	1.08647	27	0	1
2024.03.20	03:53:00	1.08647	1.08649	1.08647	1.08648	15	0	1
2024.03.20	03:54:00	1.08648	1.08652	1.08647	1.08650	17	0	2
2024.03.20	03:55:00	1.08650	1.08652	1.08644	1.08645	18	0	1
2024.03.20	03:56:00	1.08645	1.08650	1.08644	1.08647	19	0	1
2024.03.20	03:57:00	1.08647	1.08649	1.08638	1.08638	24	0	1
2024.03.20	03:58:00	1.08638	1.08643	1.08638	1.08639	17	0	0
2024.03.20	03:59:00	1.08639	1.08643	1.08638	1.08642	16	0	0
2024.03.20	04:00:00	1.08642	1.08643	1.08637	1.08639	32	0	0
2024.03.20	04:01:00	1.08638	1.08639	1.08637	1.08639	18	0	2
2024.03.20	04:02:00	1.08639	1.08639	1.08628	1.08628	15	0	1
2024.03.20	04:03:00	1.08628	1.08632	1.08626	1.08632	13	0	1
2024.03.20	04:04:00	1.08632	1.08632	1.08630	1.08631	6	0	1
2024.03.20	04:05:00	1.08631	1.08638	1.08631	1.08638	13	0	0
2024.03.20	04:06:00	1.08637	1.08638	1.08633	1.08634	11	0	0
2024.03.20	04:07:00	1.08634	1.08637	1.08634	1.08637	6	0	1
2024.03.20	04:08:00	1.08637	1.08643	1.08637	1.08640	11	0	0
2024.03.20	04:09:00	1.08640	1.08648	1.08639	1.08647	27	0	1
2024.03.20	04:10:00	1.08648	1.08648	1.08639	1.08643	27	0	1
2024.03.20	04:11:00	1.08643	1.08645	1.08643	1.08644	10	0	1
2024.03.20	04:12:00	1.08644	1.08644	1.08643	1.08643	2	0	2
2024.03.20	04:13:00	1.08643	1.08643	1.08643	1.08643	1	0	3
2024.03.20	04:14:00	1.08643	1.08648	1.08642	1.08644	27	0	1
2024.03.20	04:15:00	1.08644	1.08644	1.08642	1.08643	6	0	1
2024.03.20	04:16:00	1.08643	1.08644	1.08638	1.08638	8	0	1
2024.03.20	04:17:00	1.08638	1.08638	1.08632	1.08635	12	0	1
2024.03.20	04:18:00	1.08635	1.08640	1.08635	1.08638	14	0	1
2024.03.20	04:19:00	1.08638	1.08638	1.08637	1.08637	12	0	2
2024.03.20	04:20:00	1.08637	1.08638	1.08632	1.08633	11	0	1
2024.03.20	04:21:00	1.08633	1.08639	1.08632	1.08638	13	0	2
2024.03.20	04:22:00	1.08638	1.08639	1.08638	1.08638	3	0	2
2024.03.20	04:23:00	1.08638	1.08643	1.08638	1.08642	4	0	2
2024.03.20	04:24:00	1.08642	1.08644	1.08639	1.08644	9	0	0
2024.03.20	04:25:00	1.08644	1.08649	1.08642	1.08643	16	0	1
2024.03.20	04:26:00	1.08643	1.08643	1.08638	1.08643	12	0	1
2024.03.20	04:27:00	1.08643	1.08643	1.08638	1.08638	10	0	1
2024.03.20	04:28:00	1.08638	1.08638	1.08638	1.08638	1	0	2
2024.03.20	04:29:00	1.08638	1.08644	1.08638	1.08639	22	0	1
2024.03.20	04:30:00	1.08639	1.08644	1.08638	1.08639	12	0	2
2024.03.20	04:31:00	1.08639	1.08640	1.08634	1.08634	24	0	1
2024.03.20	04:32:00	1.08634	1.08639	1.08633	1.08638	9	0	1
2024.03.20	04:33:00	1.08638	1.08638	1.08635	1.08637	10	0	1
2024.03.20	04:34:00	1.08637	1.08638	1.08637	1.08638	6	0	2
2024.03.20	04:35:00	1.08638	1.08639	1.08637	1.08638	7	0	2
2024.03.20	04:36:00	1.08638	1.08643	1.08638	1.08642	7	0	2
2024.03.20	04:37:00	1.08642	1.08644	1.08642	1.08644	7	0	1
2024.03.20	04:38:00	1.08644	1.08645	1.08643	1.08643	18	0	1
2024.03.20	04:39:00	1.08643	1.08645	1.08642	1.08645	10	0	2
2024.03.20	04:40:00	1.08645	1.08647	1.08644	1.08647	5	0	2
2024.03.20	04:41:00	1.08647	1.08650	1.08647	1.08647	16	0	2
2024.03.20	04:42:00	1.08648	1.08651	1.08647	1.08648	14	0	1
2024.03.20	04:43:00	1.08648	1.08654	1.08648	1.08653	9	0	1
2024.03.20	04:44:00	1.08653	1.08658	1.08652	1.08657	21	0	1
2024.03.20	04:45:00	1.08657	1.08658	1.08653	1.08653	28	0	1
2024.03.20	04:46:00	1.08652	1.08653	1.08650	1.08653	4	0	3
2024.03.20	05:22:00	1.08683	1.08687	1.08683	1.08687	4	0	1
2024.03.20	05:23:00	1.08687	1.08687	1.08682	1.08685	12	0	1
2024.03.20	05:24:00	1.08685	1.08687	1.08682	1.08682	11	0	0
2024.03.20	05:25:00	1.08682	1.08682	1.08682	1.08682	1	0	3
2024.03.20	05:26:00	1.08682	1.08685	1.08682	1.08683	4	0	1
2024.03.20	05:27:00	1.08683	1.08692	1.08683	1.08692	5	0	2
2024.03.20	05:28:00	1.08692	1.08692	1.08687	1.08687	4	0	2
2024.03.20	05:29:00	1.08687	1.08688	1.08683	1.08683	4	0	2
2024.03.20	05:30:00	1.08683	1.08685	1.08682	1.08683	12	0	2
2024.03.20	05:31:00	1.08683	1.08684	1.08682	1.08682	4	0	2
2024.03.20	05:32:00	1.08682	1.08683	1.08680	1.08683	4	0	1
2024.03.20	05:33:00	1.08683	1.08683	1.08682	1.08683	3	0	2
2024.03.20	05:34:00	1.08683	1.08691	1.08682	1.08689	12	0	0
2024.03.20	05:35:00	1.08688	1.08691	1.08688	1.08691	10	0	0
2024.03.20	05:36:00	1.08691	1.08696	1.08691	1.08696	3	0	1
2024.03.20	05:37:00	1.08696	1.08696	1.08694	1.08694	11	0	0
2024.03.20	05:38:00	1.08694	1.08695	1.08690	1.08690	14	0	0
2024.03.20	05:39:00	1.08690	1.08693	1.08689	1.08692	14	0	0
2024.03.20	05:40:00	1.08692	1.08693	1.08688	1.08690	15	0	1
2024.03.20	05:41:00	1.08690	1.08690	1.08687	1.08687	13	0	0
2024.03.20	05:42:00	1.08688	1.08689	1.08685	1.08685	7	0	1
2024.03.20	05:43:00	1.08685	1.08686	1.08685	1.08685	7	0	1
2024.03.20	05:44:00	1.08685	1.08685	1.08683	1.08684	8	0	0
2024.03.20	05:45:00	1.08684	1.08686	1.08683	1.08685	9	0	1
2024.03.20	05:46:00	1.08686	1.08689	1.08685	1.08688	12	0	1
2024.03.20	05:47:00	1.08688	1.08689	1.08687	1.08689	6	0	1
2024.03.20	05:48:00	1.08689	1.08695	1.08688	1.08695	13	0	0
2024.03.20	05:49:00	1.08695	1.08695	1.08695	1.08695	1	0	2
2024.03.20	05:50:00	1.08695	1.08698	1.08695	1.08697	4	0	0
2024.03.20	05:51:00	1.08697	1.08700	1.08695	1.08700	8	0	0
2024.03.20	05:52:00	1.08700	1.08700	1.08698	1.08700	4	0	1
2024.03.20	05:53:00	1.08700	1.08705	1.08699	1.08704	7	0	0
2024.03.20	05:54:00	1.08704	1.08707	1.08704	1.08705	7	0	1
2024.03.20	05:55:00	1.08705	1.08710	1.08705	1.08705	17	0	1
2024.03.20	05:56:00	1.08705	1.08705	1.08704	1.08704	2	0	2
2024.03.20	05:57:00	1.08704	1.08706	1.08703	1.08703	8	0	1
2024.03.20	05:58:00	1.08703	1.08704	1.08697	1.08697	25	0	1
2024.03.20	05:59:00	1.08697	1.08699	1.08697	1.08698	14	0	1
2024.03.20	06:00:00	1.08698	1.08704	1.08697	1.08703	13	0	1
2024.03.20	06:01:00	1.08703	1.08704	1.08699	1.08699	7	0	2
2024.03.20	06:02:00	1.08699	1.08699	1.08697	1.08699	10	0	1
2024.03.20	06:03:00	1.08698	1.08701	1.08698	1.08699	12	0	1
2024.03.20	06:04:00	1.08699	1.08699	1.08694	1.08694	18	0	1
2024.03.20	06:05:00	1.08694	1.08694	1.08692	1.08693	4	0	1
2024.03.20	06:06:00	1.08693	1.08694	1.08692	1.08694	6	0	2
2024.03.20	06:07:00	1.08694	1.08695	1.08693	1.08693	6	0	2
2024.03.20	06:08:00	1.08693	1.08693	1.08690	1.08690	11	0	1
2024.03.20	06:09:00	1.08690	1.08691	1.08689	1.08690	6	0	1
2024.03.20	06:10:00	1.08690	1.08692	1.08689	1.08691	10	0	1
2024.03.20	06:11:00	1.08691	1.08691	1.08690	1.08690	2	0	1
2024.03.20	06:12:00	1.08690	1.08690	1.08689	1.08689	4	0	1
2024.03.20	06:13:00	1.08689	1.08690	1.08689	1.08689	7	0	2
2024.03.20	06:14:00	1.08689	1.08692	1.08689	1.08689	10	0	1
2024.03.20	06:15:00	1.08689	1.08695	1.08689	1.08693	15	0	1
2024.03.20	06:16:00	1.08692	1.08694	1.08692	1.08692	6	0	2
2024.03.20	06:17:00	1.08692	1.08694	1.08692	1.08692	11	0	2
2024.03.20	06:18:00	1.08692	1.08693	1.08692	1.08692	7	0	0
2024.03.20	06:19:00	1.08692	1.08693	1.08689	1.08690	11	0	2
2024.03.20	06:20:00	1.08689	1.08690	1.08687	1.08687	13	0	0
2024.03.20	06:21:00	1.08687	1.08688	1.08683	1.08683	22	0	1
2024.03.20	06:22:00	1.08683	1.08689	1.08682	1.08687	19	0	1
2024.03.20	06:23:00	1.08687	1.08688	1.08687	1.08688	4	0	2
2024.03.20	06:24:00	1.08688	1.08688	1.08683	1.08687	9	0	1
2024.03.20	06:25:00	1.08688	1.08689	1.08687	1.08688	5	0	1
2024.03.20	06:26:00	1.08688	1.08688	1.08687	1.08688	3	0	2
2024.03.20	06:27:00	1.08692	1.08693	1.08692	1.08692	3	0	1
2024.03.20	06:28:00	1.08692	1.08692	1.08685	1.08688	11	0	2
2024.03.20	06:29:00	1.08688	1.08692	1.08687	1.08688	11	0	1
2024.03.20	06:30:00	1.08688	1.08688	1.08687	1.08687	8	0	2
2024.03.20	06:31:00	1.08687	1.08693	1.08687	1.08693	6	0	2
2024.03.20	06:32:00	1.08693	1.08694	1.08692	1.08693	15	0	2
2024.03.20	06:33:00	1.08693	1.08697	1.08692	1.08693	16	0	1
2024.03.20	06:34:00	1.08693	1.08694	1.08690	1.08694	7	0	1
2024.03.20	06:35:00	1.08694	1.08698	1.08694	1.08698	11	0	2
2024.03.20	06:36:00	1.08698	1.08699	1.08697	1.08699	8	0	1
2024.03.20	06:37:00	1.08700	1.08700	1.08697	1.08698	6	0	1
2024.03.20	06:38:00	1.08698	1.08698	1.08693	1.08694	7	0	1
2024.03.20	06:39:00	1.08694	1.08697	1.08693	1.08694	15	0	1
2024.03.20	06:40:00	1.08694	1.08697	1.08692	1.08694	10	0	1
2024.03.20	06:41:00	1.08694	1.08697	1.08693	1.08697	6	0	1
2024.03.20	06:42:00	1.08697	1.08697	1.08693	1.08694	8	0	2
2024.03.20	06:43:00	1.08694	1.08697	1.08690	1.08690	13	0	0
2024.03.20	06:44:00	1.08690	1.08692	1.08682	1.08682	14	0	1
2024.03.20	06:45:00	1.08683	1.08683	1.08682	1.08682	2	0	2
2024.03.20	06:46:00	1.08682	1.08682	1.08679	1.08682	9	0	1
2024.03.20	06:47:00	1.08682	1.08685	1.08679	1.08679	7	0	1
2024.03.20	06:48:00	1.08679	1.08683	1.08679	1.08682	13	0	1
2024.03.20	06:49:00	1.08682	1.08682	1.08677	1.08679	13	0	1
2024.03.20	06:50:00	1.08679	1.08680	1.08677	1.08679	10	0	2
2024.03.20	06:51:00	1.08679	1.08687	1.08677	1.08682	21	0	1
2024.03.20	06:52:00	1.08682	1.08682	1.08672	1.08677	27	0	2
2024.03.20	06:53:00	1.08677	1.08677	1.08668	1.08672	16	0	1
2024.03.20	06:54:00	1.08672	1.08673	1.08661	1.08670	35	0	1
2024.03.20	06:55:00	1.08670	1.08674	1.08669	1.08673	13	0	1
2024.03.20	06:56:00	1.08673	1.08674	1.08670	1.08671	14	0	1
2024.03.20	06:57:00	1.08671	1.08671	1.08665	1.08665	15	0	1
2024.03.20	06:58:00	1.08665	1.08669	1.08664	1.08668	13	0	1
2024.03.20	06:59:00	1.08668	1.08670	1.08664	1.08665	24	0	1
2024.03.20	07:00:00	1.08666	1.08668	1.08662	1.08668	11	0	1
2024.03.20	07:01:00	1.08668	1.08669	1.08667	1.08668	11	0	1
2024.03.20	07:02:00	1.08668	1.08669	1.08667	1.08669	14	0	1
2024.03.20	07:03:00	1.08669	1.08669	1.08667	1.08668	4	0	1
2024.03.20	07:04:00	1.08668	1.08670	1.08666	1.08668	16	0	2
2024.03.20	07:05:00	1.08668	1.08672	1.08667	1.08667	6	0	2
2024.03.20	07:06:00	1.08667	1.08674	1.08667	1.08673	10	0	2
2024.03.20	07:07:00	1.08673	1.08675	1.08673	1.08674	8	0	1
2024.03.20	07:08:00	1.08674	1.08675	1.08669	1.08669	13	0	1
2024.03.20	07:09:00	1.08669	1.08673	1.08668	1.08673	7	0	1
2024.03.20	07:10:00	1.08674	1.08674	1.08670	1.08670	12	0	2
2024.03.20	07:11:00	1.08670	1.08673	1.08668	1.08669	12	0	1
2024.03.20	07:12:00	1.08669	1.08669	1.08664	1.08668	13	0	1
2024.03.20	07:13:00	1.08668	1.08670	1.08668	1.08668	5	0	1
2024.03.20	07:14:00	1.08668	1.08669	1.08668	1.08668	5	0	2
2024.03.20	07:15:00	1.08668	1.08668	1.08662	1.08663	14	0	1
2024.03.20	07:16:00	1.08663	1.08667	1.08650	1.08658	11	0	2
2024.03.20	07:17:00	1.08658	1.08658	1.08656	1.08657	8	0	2
2024.03.20	07:18:00	1.08658	1.08659	1.08657	1.08657	12	0	1
2024.03.20	07:19:00	1.08658	1.08662	1.08658	1.08658	13	0	1
2024.03.20	07:20:00	1.08658	1.08659	1.08655	1.08655	20	0	1
2024.03.20	07:21:00	1.08655	1.08655	1.08652	1.08653	14	0	1
2024.03.20	07:22:00	1.08653	1.08660	1.08653	1.08659	22	0	2
2024.03.20	07:23:00	1.08659	1.08663	1.08658	1.08658	14	0	1
2024.03.20	07:24:00	1.08658	1.08658	1.08654	1.08658	9	0	1
2024.03.20	07:25:00	1.08658	1.08662	1.08657	1.08662	10	0	0
2024.03.20	07:26:00	1.08662	1.08664	1.08660	1.08664	10	0	1
2024.03.20	07:27:00	1.08664	1.08664	1.08663	1.08663	18	0	1
2024.03.20	07:28:00	1.08663	1.08667	1.08663	1.08665	13	0	0
2024.03.20	07:29:00	1.08665	1.08665	1.08663	1.08663	11	0	0
2024.03.20	07:30:00	1.08664	1.08674	1.08662	1.08667	22	0	1
2024.03.20	07:31:00	1.08667	1.08669	1.08667	1.08668	8	0	2
2024.03.20	07:32:00	1.08668	1.08673	1.08668	1.08673	18	0	2
2024.03.20	07:33:00	1.08673	1.08674	1.08667	1.08669	18	0	1
2024.03.20	07:34:00	1.08668	1.08673	1.08668	1.08670	11	0	2
2024.03.20	07:35:00	1.08670	1.08670	1.08667	1.08670	13	0	2
2024.03.20	07:36:00	1.08670	1.08672	1.08669	1.08669	9	0	1
2024.03.20	07:37:00	1.08669	1.08669	1.08668	1.08668	12	0	1
2024.03.20	07:38:00	1.08668	1.08671	1.08665	1.08670	14	0	0
2024.03.20	07:39:00	1.08670	1.08674	1.08669	1.08673	26	0	1
2024.03.20	07:40:00	1.08673	1.08678	1.08672	1.08672	14	0	1
2024.03.20	07:41:00	1.08672	1.08674	1.08672	1.08673	9	0	2
2024.03.20	07:42:00	1.08673	1.08683	1.08673	1.08682	8	0	1
2024.03.20	07:43:00	1.08682	1.08682	1.08678	1.08678	27	0	1
2024.03.20	07:44:00	1.08678	1.08679	1.08674	1.08676	17	0	2
2024.03.20	07:45:00	1.08676	1.08679	1.08676	1.08678	13	0	2
2024.03.20	07:46:00	1.08678	1.08678	1.08672	1.08673	12	0	1
2024.03.20	07:47:00	1.08673	1.08673	1.08672	1.08673	13	0	2
2024.03.20	07:48:00	1.08673	1.08673	1.08662	1.08662	18	0	1
2024.03.20	07:49:00	1.08662	1.08664	1.08660	1.08663	23	0	2
2024.03.20	07:50:00	1.08663	1.08664	1.08662	1.08663	7	0	2
2024.03.20	07:51:00	1.08663	1.08665	1.08662	1.08665	15	0	2
2024.03.20	07:52:00	1.08665	1.08668	1.08664	1.08664	14	0	1
2024.03.20	07:53:00	1.08664	1.08667	1.08663	1.08663	8	0	1
2024.03.20	07:54:00	1.08663	1.08664	1.08663	1.08663	3	0	2
2024.03.20	07:55:00	1.08663	1.08674	1.08663	1.08673	14	0	0
2024.03.20	07:56:00	1.08673	1.08674	1.08665	1.08665	18	0	1
2024.03.20	07:57:00	1.08665	1.08666	1.08657	1.08663	21	0	0
2024.03.20	07:58:00	1.08663	1.08664	1.08662	1.08663	17	0	0
2024.03.20	07:59:00	1.08663	1.08664	1.08657	1.08657	15	0	2
2024.03.20	08:00:00	1.08657	1.08657	1.08650	1.08652	15	0	1
2024.03.20	08:01:00	1.08652	1.08654	1.08651	1.08651	4	0	1
2024.03.20	08:02:00	1.08651	1.08654	1.08651	1.08654	18	0	1
2024.03.20	08:03:00	1.08653	1.08659	1.08653	1.08659	13	0	1
2024.03.20	08:04:00	1.08659	1.08659	1.08657	1.08658	15	0	1
2024.03.20	08:05:00	1.08658	1.08658	1.08653	1.08658	6	0	2
2024.03.20	08:06:00	1.08658	1.08664	1.08657	1.08663	8	0	2
2024.03.20	08:07:00	1.08663	1.08672	1.08658	1.08672	26	0	1
2024.03.20	08:08:00	1.08673	1.08673	1.08663	1.08664	9	0	1
2024.03.20	08:09:00	1.08664	1.08666	1.08663	1.08664	5	0	1
2024.03.20	08:10:00	1.08664	1.08673	1.08661	1.08671	15	0	2
2024.03.20	08:11:00	1.08671	1.08680	1.08671	1.08680	17	0	1
2024.03.20	08:12:00	1.08680	1.08684	1.08680	1.08683	8	0	2
2024.03.20	08:13:00	1.08682	1.08684	1.08678	1.08679	6	0	2
2024.03.20	08:14:00	1.08679	1.08679	1.08678	1.08679	3	0	3
2024.03.20	08:15:00	1.08679	1.08684	1.08679	1.08683	15	0	2
2024.03.20	08:16:00	1.08683	1.08684	1.08679	1.08683	8	0	2
2024.03.20	08:17:00	1.08683	1.08684	1.08683	1.08684	16	0	1
2024.03.20	08:18:00	1.08684	1.08687	1.08683	1.08684	9	0	1
2024.03.20	08:19:00	1.08684	1.08684	1.08683	1.08684	5	0	2
2024.03.20	08:20:00	1.08684	1.08689	1.08684	1.08688	6	0	2
2024.03.20	08:21:00	1.08689	1.08689	1.08683	1.08684	10	0	1
2024.03.20	08:22:00	1.08684	1.08684	1.08678	1.08679	11	0	0
2024.03.20	08:23:00	1.08679	1.08684	1.08678	1.08684	11	0	1
2024.03.20	08:24:00	1.08684	1.08688	1.08683	1.08684	11	0	0
2024.03.20	08:25:00	1.08684	1.08684	1.08677	1.08678	16	0	1
2024.03.20	08:26:00	1.08678	1.08680	1.08678	1.08679	6	0	2
2024.03.20	08:27:00	1.08679	1.08679	1.08673	1.08673	17	0	1
2024.03.20	08:28:00	1.08673	1.08674	1.08667	1.08669	11	0	1
2024.03.20	08:29:00	1.08669	1.08670	1.08668	1.08669	19	0	1
2024.03.20	08:30:00	1.08670	1.08679	1.08670	1.08679	8	0	2
2024.03.20	08:31:00	1.08678	1.08684	1.08678	1.08683	18	0	1
2024.03.20	08:32:00	1.08684	1.08684	1.08678	1.08683	19	0	1
2024.03.20	08:33:00	1.08683	1.08683	1.08678	1.08678	16	0	1
2024.03.20	08:34:00	1.08678	1.08679	1.08678	1.08678	5	0	1
2024.03.20	08:35:00	1.08678	1.08678	1.08673	1.08674	8	0	2
2024.03.20	08:36:00	1.08674	1.08678	1.08669	1.08669	7	0	1
2024.03.20	08:37:00	1.08669	1.08669	1.08668	1.08669	13	0	0
2024.03.20	08:38:00	1.08669	1.08670	1.08669	1.08670	2	0	2
2024.03.20	08:39:00	1.08670	1.08677	1.08670	1.08674	12	0	1
2024.03.20	08:40:00	1.08674	1.08675	1.08673	1.08673	14	0	1
2024.03.20	08:41:00	1.08673	1.08679	1.08673	1.08678	7	0	1
2024.03.20	08:42:00	1.08678	1.08680	1.08674	1.08680	8	0	1
2024.03.20	08:43:00	1.08680	1.08686	1.08680	1.08686	5	0	0
2024.03.20	08:44:00	1.08686	1.08694	1.08685	1.08685	16	0	0
2024.03.20	08:45:00	1.08684	1.08684	1.08678	1.08679	11	0	1
2024.03.20	08:46:00	1.08679	1.08683	1.08678	1.08679	9	0	1
2024.03.20	08:47:00	1.08679	1.08685	1.08679	1.08684	10	0	0
2024.03.20	08:48:00	1.08684	1.08689	1.08684	1.08689	12	0	2
2024.03.20	08:49:00	1.08688	1.08688	1.08683	1.08684	5	0	1
2024.03.20	08:50:00	1.08684	1.08684	1.08678	1.08679	14	0	1
2024.03.20	08:51:00	1.08682	1.08689	1.08679	1.08688	9	0	1
2024.03.20	08:52:00	1.08688	1.08689	1.08684	1.08684	10	0	1
2024.03.20	08:53:00	1.08684	1.08686	1.08679	1.08679	11	0	1
2024.03.20	08:54:00	1.08679	1.08679	1.08675	1.08679	16	0	1
2024.03.20	08:55:00	1.08679	1.08679	1.08676	1.08679	11	0	1
2024.03.20	08:56:00	1.08679	1.08684	1.08679	1.08683	9	0	2
2024.03.20	08:57:00	1.08683	1.08691	1.08683	1.08689	12	0	0
2024.03.20	08:58:00	1.08690	1.08699	1.08690	1.08698	15	0	2
2024.03.20	08:59:00	1.08697	1.08704	1.08695	1.08701	21	0	1
2024.03.20	09:00:00	1.08701	1.08705	1.08679	1.08682	88	0	1
2024.03.20	09:01:00	1.08684	1.08688	1.08679	1.08679	28	0	1
